note,description,predicted label,score
74,Several hundred people gathered for protests at halleschen ufer in berlin - friedrichshain-kreuzberg and potsdamer platz in berlin - mitte (coded separatey) in support with palestine amid tensions in the middle east between israel and palestine.,Conflict,0.951204240322113
75,People staged a car rally in berlin - charlottenburg-wilmersdorf to protest against the coronavirus protection measures.,Coronavirus,0.97699373960495
76,"People protested at the brandenburger tor in berlin - mitte (berlin) in solidarity with israel amid escalating tensions in the middle east between israel and palestine. the protest was attended by the minister for finance (spd), the minister for justice (spd), the head of the fdp, the minister for labour affairs (spd), the health minister (cdu), and the city's mayor.",Solidarity,0.9834395051002502
77,"Around 3,000 people demonstrated in berlin - mitte 'against the israeli aggression in palestine' amid escalating tensions in the middle east between israel and palestine. according to one report, more than 50 demonstrators were detained by police. rioters threw stones and fire crackers at police and police cars. one rioter hit a journalist with a wooden plank. the journalist sustained minor injuries.",Conflict,0.85116046667099
78,"Three activists climbed the siegessaule in berlin - mitte and displayed banners to protest against labour exploitation in the meat industry. when police arrived, only one activist was present. he was detained by police.",Conflict,0.028494704514741898
79,Three greenpeace activists protested in front of the ministry for economic affairs in berlin - mitte against the export of poisonous pesticides and the eu-mercosur trade agreement. the activists blocked the entrance of the ministry with three barrels.,Conflict,0.905072033405304
80,Around 400 people from the political left protested in berlin - tempelhof-schoneberg for the preservation of the youth center potse.,Conflict,0.9356275200843811
81,"Around 30 antifa activists protested in berlin - spandau with placards, slogans and fireworks to draw attention to a neo-nazi activist living in the area.",Antifacist,0.9785606265068054
82,Around 50 people held a vigil near a synagogue in berlin - friedrichshain-kreuzberg against anti-semitism. the protest was attended by a the greens politician.,Conflict,0.6242291331291199
83,Around 200 people protested in berlin - steglitz-zehlendorf in solidarity with israel amid escalating tensions in the middle east between israel and palestine. the protest was organized by the german-israeli association and attended by a rabbi.,Solidarity,0.9936950206756592
84,"Around 1,000 people protested from strase des 17. juni to neukolln in berlin - neukolln with a car rally against israel's bombing of the gaza strip.",Against War,0.9728344082832336
85,Up to 500 antifas protested in berlin - spandau against the far right. the protest was sparked by the arson attacks and bomb threats against a (far) left housing project 'jagow15' occurred over the past weeks.,Conflict,0.9376315474510193
86,Up to 200 people protested at potsdamer platz in berlin - mitte in solidarity with israel amid escalating tensions in the middle east between israel and palestine.,Solidarity,0.9891035556793213
87,"Ten extinction rebellion activists protested in winterfeldtplatz (berlin - tempelhof-schoneberg), warschauer strasse (berlin - friedrichshain-kreuzberg) (coded separately) and friedrichstrasse (berlin - mitte) (coded separately) with individual sit-ins (rebellion of one) for more climate action. crowd size split across three events.",Climate Change,0.9921625852584839
88,"Ten extinction rebellion activists protested in winterfeldtplatz (berlin - tempelhof-schoneberg) (coded separately), warschauer strasse (berlin - friedrichshain-kreuzberg) and friedrichstrasse (berlin - mitte) (coded separately) with individual sit-ins (rebellion of one) for more climate action. crowd size split across three events.",Climate Change,0.9921483397483826
89,"Around 3,500 people demonstrated in berlin - neukolln and berlin - friedrichshain-kreuzberg (coded separately), in solidarity with palestinians amid escalating tensions in the middle east between israel and palestine. during the demo, rioters threw bottles, stones, fire crackers at police, who responded with pepper spray. rioters also physically assaulted police officers. 93 police officers were reported injured and 59 rioters were detained. crowd size split across two events.",Conflict,0.9358454942703247
90,"Around 3,500 people demonstrated in berlin - neukolln (coded separately) and berlin - friedrichshain-kreuzberg, in solidarity with palestinians amid escalating tensions in the middle east between israel and palestine. during the demo, rioters threw bottles, stones, fire crackers at police, who responded with pepper spray. rioters also physically assaulted police officers. 93 police officers were reported injured and 59 rioters were detained. crowd size split across two events.",Conflict,0.9319940209388733
91,"Ten extinction rebellion activists protested in winterfeldtplatz (berlin - tempelhof-schoneberg) (coded separately), warschauer strasse (berlin - friedrichshain-kreuzberg) (coded separately) and friedrichstrasse (berlin - mitte) with individual sit-ins (rebellion of one) for more climate action. crowd size split across three events.",Climate Change,0.9907047152519226
