event_date;year;month;day;mood;district;source;category;label;title;description;crowd_size_class;crowd_size
2021-08-08 00:00:00;2021;August;8;Violent;Tempelhof-Schoneberg;"Berliner Morgenpost; Redaktionsnetzwerk Deutschland; Berlin Online";Local;Culture;kiezkultur from below - for a solidarity neighboorhood;People demonstrated in berlin - tempelhof-schoneberg with the slogan 'kiezkultur from below - for a solidary neighborhood'. the exact reason for the demo was not reported. clashes between some 40 demonstrators and police occurred. rioters physically assaulted police officers who responded with pepper spray. at least two people were detained and two police officers were reported injured.;3;100-250
2021-08-07 00:00:00;2021;August;7;Protest with intervention;Friedrichshain-Kreuzberg;Berliner Zeitung;Environment;Animal Rights;Extinction Rebellion;Around 100 extinction rebellion activists blocked a street in berlin - friedrichshain-kreuzberg to protest for more climate action. police eventually interfered and carried of several of the protesters away after they had tried to glue their hands to the street.;3;100-250
2021-08-07 00:00:00;2021;August;7;Peaceful;Tempelhof-Schoneberg;Paint It Red;Human Rights;LGBTQ+;aahainst queer transphobic attacks;Around 400 people protested at luftbrucke platz in berlin - tempelhof-schoneberg against queer- and transphobic attacks.;4;250-500
2021-08-03 00:00:00;2021;August;3;Peaceful;Mitte;Suddeutsche Zeitung;Human Rights;International;Iran / against execution;More than 200 people protested in berlin - mitte outside the chancellery against executions of dissidents in iran. the protest was organized by an iranian association.;3;100-250
2021-07-25 00:00:00;2021;July;25;Peaceful;Neukolln;"RIAS; Berliner Zeitung; Der Tagesspiegel; Judische Allgemeine";Human Rights;Against Racism;Jewish life is not a provocation;Around 300 people protested in berlin - neukolln with the slogan 'jewish life is not a provocation' against anti-semitism. the protest was attended by the mayor. it was organized by an alliance of jewish groups such as the german-israeli association, the jewish student union, and the mideast freedom forum berlin.;4;250-500
2021-07-24 00:00:00;2021;July;24;Peaceful;Berlin;Indymedia (Germany);Human Rights;Solidarity for Prisoners;ffreedom for all / against prisons;Around 24 july 2021 (as reported), up to 200 people protested in berlin against prisons and demanded 'freedom for all'.;3;100-250
2021-07-24 00:00:00;2021;July;24;Violent;Mitte;"Berlin Online; Berliner Morgenpost; Berliner Zeitung; Der Tagesspiegel; Redaktionsnetzwerk Deutschland; Rheinische Post; Suddeutsche Zeitung";Human Rights;LGBTQ+;Christopher Street Day;At least 36,000 members of the lgbt community, as well as bds activists and members of the evangelical church, demonstrated in berlin - mitte with a christopher street day for their rights. in the evening, clashes between some 300 demonstrators and police occurred.;9;10,000-50,000
2021-07-23 00:00:00;2021;July;23;Peaceful;Berlin;"Berliner Morgenpost; Suddeutsche Zeitung";Environment;Climate Change;Fridays for Future / recent floods;Between 100 and 300 fridays for future activists protested in berlin with a climate strike for more climate action. the activists also drew attention to the recent floods in germany, the heat wave in canada, and forest fires in australia, as a consequence of climate change.;3;100-250
2021-07-23 00:00:00;2021;July;23;Peaceful;Berlin;"Berliner Morgenpost; Suddeutsche Zeitung";Environment;Climate Change;Robin Wood / rafting tour;Robin wood activists started a 'rafting tour' in berlin to protest for better climate protection. the activists are planning a three-weeks long tour from berlin to hamburg.;3;100-250
2021-07-23 00:00:00;2021;July;23;Peaceful;Charlottenburg-Wilmersdorf;"Der Tagesspiegel; Suddeutsche Zeitung";Economy;Labor Rights ;Retail workers / Ver.di / wage negotiations;Around 500 retail workers protested at breitscheidplatz in berlin - charlottenburg-wilmersdorf at the call of ver.di for higher salaries amid collective wage negotiations.;5;500-1000
2021-07-21 00:00:00;2021;July;21;Peaceful;Mitte;Der Tagesspiegel;Economy;Finance;defund the humboldt forum;Around 100 people protested in berlin - mitte against the opening of the museum 'humboldt forum' and its exhibition of looted colonial art. the protesters demanded to 'defund the humboldt forum'. the protest was organized by decolonize berlin.;3;100-250
2021-07-20 00:00:00;2021;July;20;Peaceful;Mitte;Campact;Health;Coronavirus;Campact / Coronavirus patent waivers /;Campact activists, together with zerocovid and wemoveeu, protested outside the chancellery in berlin - mitte for coronavirus patent waivers.;3;100-250
2021-07-17 00:00:00;2021;July;17;Peaceful;Friedrichshain-Kreuzberg;"Berliner Zeitung; Die Tageszeitung";Economy;Labor Rights ;Quite a few / Gorillas / Delivery;Several dozen employees of the delivery service provider 'gorillas' protested in kreuzberg (berlin - friedrichshain-kreuzberg) and neukolln (berlin - neukolln) (coded separately) with a cycle rally for better working conditions.;1;0-50
2021-07-17 00:00:00;2021;July;17;Peaceful;Neukolln;"Berliner Zeitung; Die Tageszeitung";Economy;Labor Rights ;Quite a few / Gorillas / Delivery;Several dozen employees of the delivery service provider 'gorillas' protested in kreuzberg (berlin - friedrichshain-kreuzberg) (coded separately) and neukolln (berlin - neukolln) with a cycle rally for better working conditions.;1;0-50
2021-07-11 00:00:00;2021;July;11;Peaceful;Treptow-Kopenick;Berliner Zeitung;Local;Traffic Accident;Transport / ADFC/ Changing Cities;Around 20 people staged a vigil at kopenick in berlin - treptow-kopenick to commemorate the death of an 81-year-old woman who had died in a traffic accident at the end of june. the participants also demanded fewer cars on the streets for more traffic safety. the vigil was organized by the vcd, the adfc, changing cities, and fuss.;1;0-50
2021-07-10 00:00:00;2021;July;10;Peaceful;Berlin;"Abendzeitung Munchen; Berliner Morgenpost; Berliner Zeitung; Bocholter-Borkener Volksblatt";Human Rights;Womens Rights;Gender Equaltiy;Around 300 women protested topless with a cycle rally in berlin for more gender equality. the protest was sparked by police sending off a woman for sun-bathing topless in a park in berlin in mid-june.;4;250-500
2021-07-10 00:00:00;2021;July;10;Peaceful;Mitte;Suddeutsche Zeitung;Human Rights;Solidarity for Prisoners;Iran / against execution;Several hundred iranians living in exile protested in berlin - mitte near the brandenburger tor for the adherence to human rights, the abolishment of the death sentence, and the release of political prisoners in iran.;4;250-500
2021-07-08 00:00:00;2021;July;8;Peaceful;Berlin;Der Tagesspiegel;Economy;Labor Rights ;Quite a few / Gorillas / Delivery;Around 50 employees of the delivery service provider 'gorillas' protested in berlin against the dismissal of fellow workers from non-eu countries whose temporary work permits expired.;2;50-100
2021-07-08 00:00:00;2021;July;8;Peaceful;Friedrichshain-Kreuzberg;Der Tagesspiegel;Economy;Labor Rights ;Health sector / higher wages / Ver.di;Health workers from hospitals protested in berlin - friedrichshain-kreuzberg at the call of ver.di for more health personnel in hospitals.;3;100-250
2021-07-08 00:00:00;2021;July;8;Peaceful;Friedrichshain-Kreuzberg;Die Tageszeitung;Human Rights;International;solidarity with turkish journalist / denouncing current goverment in turkey;Around 200 people, many of them turkish people living in exile in germany, protested in berlin - friedrichshain-kreuzberg in solidarity with a turkish journalist who had been attack outside his home the previous day by three unknown men. the protesters also denounced the turkish regime under erdogan, which they consider responsible for the attack.;3;100-250
2021-07-08 00:00:00;2021;July;8;Peaceful;Mitte;"Berliner Morgenpost; Berliner Zeitung; Suddeutsche Zeitung";Environment;Climate Change;Robin Wood / Vattenfall;Around 25 to 30 climate activists from gasexit and robin wood protested at the vattenfall heating plant in berlin - mitte for a quick natural gas phase-out and against the company's greenwashing practices.;1;0-50
2021-07-06 00:00:00;2021;July;6;Peaceful;Pankow;Berliner Morgenpost;Local;Housing;Transport / Changing Cities;Around 6 july 2021 (as reported), people protested in berlin - pankow at the schonhauser allee for a reconstruction of the street. the organizer, changing cities, set up a pop-up lane.;3;100-250
2021-07-02 00:00:00;2021;July;2;Peaceful;Friedrichshain-Kreuzberg;Der Tagesspiegel;Human Rights;BLM;Black Lives Matter / police violence;Around 500 to 1,000 people gathered for a black lives matter protest in berlin - mitte (coded separately) and berlin - friedrichshain-kreuzberg to denounce structural racism and police violence.;5;500-1000
2021-07-02 00:00:00;2021;July;2;Peaceful;Mitte;Der Tagesspiegel;Human Rights;BLM;Black Lives Matter / police violence;Around 500 to 1,000 people gathered for a black lives matter protest in berlin - mitte and berlin - friedrichshain-kreuzberg (coded separately) to denounce structural racism and police violence.;5;500-1000
2021-07-01 00:00:00;2021;July;1;Peaceful;Mitte;Extinction Rebellion;Environment;Animal Rights;Animal Rebellion;Animal rebellion activists protested outside the federal ministry for agriculture in berlin - mitte for an agricultural reform.;3;100-250
2021-06-30 00:00:00;2021;June;30;Peaceful;Friedrichshain-Kreuzberg;Der Tagesspiegel;Economy;Labor Rights ;Quite a few / Gorillas / Delivery;Drivers of the delivery service provider gorilla protested at kreuzberg in berlin - friedrichshain-kreuzberg, demanding weatherproof clothing to protect them from rain.;3;100-250
2021-06-28 00:00:00;2021;June;28;Peaceful;Pankow;"Berliner Morgenpost; Berliner Zeitung; Der Tagesspiegel; Suddeutsche Zeitung";Economy;Labor Rights ;Quite a few / Gorillas / Delivery;Around 50 drivers of the delivery service gorilla protested in berlin - pankow outside the headquarters against bad working conditions and insufficient wages.;2;50-100
2021-06-26 00:00:00;2021;June;26;Peaceful;Berlin;Rote Fahne;Human Rights;Womens Rights;Role of women in Society;Women protested in berlin at the call of the fvc to draw attention to the role of women in society.;3;100-250
2021-06-26 00:00:00;2021;June;26;Peaceful;Mitte;"Berliner Zeitung; Redaktionsnetzwerk Deutschland; Rhein-Zeitung; Suddeutsche Zeitung";Human Rights;LGBTQ+;Iran / against execution;Thousands of people from the lgbt community protested with a christopher street day by marching towards berlin - mitte for equal rights for members of the lgbt community.;8;5,000-10,000
