event_date;year;month;day;weekday;mood;district;source;category;class;title;predicted label;score;score;grund truth;description;notes;crowd_size_class;crowd_size;with_vehicles
2021-03-10 00:00:00;2021;3;10;Wed;Peaceful protest;Berlin - Mitte;"Berliner Morgenpost; Berliner Zeitung; Polizei Berlin; Suddeutsche Zeitung";Local;Housing;Eviction / Rigaer94;Housing;;;;people from the (far) left protested in Berlin - Mitte (Berlin), gathering in Potsdamer Platz, in support of the housing project 'Rigaer 94', which has been squatted by (far) left activists for years. Recently, investigations revealed a lack of fire safety measures in the 'Rigaer 94' building, making the activists fear an action by the government to address the issue and ultimately evict the squatters.;On 10 March 2021, people from the (far) left protested in Berlin - Mitte (Berlin), gathering in Potsdamer Platz, in support of the housing project 'Rigaer 94', which has been squatted by (far) left activists for years. Recently, investigations revealed a lack of fire safety measures in the 'Rigaer 94' building, making the activists fear an action by the government to address the issue and ultimately evict the squatters.;3;200;
2021-03-10 00:00:00;2021;3;10;Wed;Protest with intervention;Berlin - Friedrichshain-Kreuzberg;"Berliner Morgenpost; Berliner Zeitung; Polizei Berlin; Suddeutsche Zeitung";Local;Housing;Eviction / Rigaer94;Housing;;;;around 550 people from the (far) left protested in Berlin - Friedrichshain-Kreuzberg (Berlin), in support of the housing project 'Rigaer 94', which has been squatted by (far) left activists for years. Recently, investigations revealed a lack of fire safety measures in the 'Rigaer 94' building, making the activists fear an action by the government to address the issue and ultimately evict the squatters. At least four protesters were detained by the police.;On 10 March 2021, around 550 people from the (far) left protested in Berlin - Friedrichshain-Kreuzberg (Berlin), in support of the housing project 'Rigaer 94', which has been squatted by (far) left activists for years. Recently, investigations revealed a lack of fire safety measures in the 'Rigaer 94' building, making the activists fear an action by the government to address the issue and ultimately evict the squatters. At least four protesters were detained by the police.;5;550;
2021-03-08 00:00:00;2021;3;8;Mon;Peaceful protest;Berlin;APABIZ;Health;Coronavirus;Corona Measurements;Coronavirus;;;;people staged a car rally in Berlin against the coronavirus protection measures.;On 8 March 2021, people staged a car rally in Berlin against the coronavirus protection measures.;3;200;cars
2021-03-08 00:00:00;2021;3;8;Mon;Peaceful protest;Berlin - Mitte;Berliner Zeitung;Human Rights;Womens Rights;Internationl Womens Day;International;;;;several hundred women protested at the Brandenburger Tor in Berlin - Mitte on the occasion of International Women's Day for gender equality and against violence against women.;On 8 March 2021, several hundred women protested at the Brandenburger Tor in Berlin - Mitte on the occasion of International Women's Day for gender equality and against violence against women.;4;400;
2021-03-07 00:00:00;2021;3;7;Sun;Peaceful protest;Berlin - Pankow;Polizei Berlin;Local;Education;For free education, cultural diversity and artistic engagement in the cultural  capital berlin ;Culture;;;;around 450 people protested in Berlin - Pankow (Berlin), marching from Alexanderplatz to Greifswalder Street, with the slogan 'For Free Education, Cultural Diversity and Artistic Engagement in the Cultural Capital Berlin. ;On 7 March 2021, around 450 people protested in Berlin - Pankow (Berlin), marching from Alexanderplatz to Greifswalder Street, with the slogan 'For Free Education, Cultural Diversity and Artistic Engagement in the Cultural Capital Berlin. ;4;450;
2021-03-06 00:00:00;2021;3;6;Sat;Peaceful protest;Berlin - Mitte;"Berliner Morgenpost; Indymedia (Germany); Suddeutsche Zeitung";Environment;Anthropocene;nuclear phaseout / Fukushima;International;;;;between 150 and 200 people protested in Berlin - Mitte around the Brandenburger Tor for a global nuclear phaseout on the occasion of the 10th anniversary of the Fukushima nuclear accident. The protest was organized by NatureFriends.;On 6 March 2021, between 150 and 200 people protested in Berlin - Mitte around the Brandenburger Tor for a global nuclear phaseout on the occasion of the 10th anniversary of the Fukushima nuclear accident. The protest was organized by NatureFriends.;3;175;
2021-03-06 00:00:00;2021;3;6;Sat;Peaceful protest;Berlin - Mitte;Rote Fahne;Human Rights;Womens Rights;Internationl Womens Day;International;;;;at least 120 people protested in Moabit, Berlin - Mitte, on the occasion of International Women's Day. The protest was attended by Tamil women, Grannies Against the Right activists, a speaker of a Polish women's association, FVC activists, South Korean women and the MLPD.;On 6 March 2021, at least 120 people protested in Moabit, Berlin - Mitte, on the occasion of International Women's Day. The protest was attended by Tamil women, Grannies Against the Right activists, a speaker of a Polish women's association, FVC activists, South Korean women and the MLPD.;3;120;
2021-03-03 00:00:00;2021;3;3;Wed;Peaceful protest;Berlin - Mitte;APABIZ;ProRightWing;Far-Right;Our Europe-Stop Migration;Unlabelled;;;;NPD members staged a protest in Berlin - Mitte (Berlin), at the Brandenburg gate, with the slogan 'Our Europe - Stop Migration Pact!'.;On 3 March 2021, NPD members staged a protest in Berlin - Mitte (Berlin), at the Brandenburg gate, with the slogan 'Our Europe - Stop Migration Pact!'.;3;200;
2021-03-03 00:00:00;2021;3;3;Wed;Peaceful protest;Berlin - Mitte;Extinction Rebellion;Environment;Animal Rights;Extinction Rebellion ;Solidarity;;;;Extinction Rebellion activists held a vigil in Berlin - Mitte (Berlin), in Turm Street, in support of activists who are facing charges in connection to their participation in demonstrations.;On 3 March 2021, Extinction Rebellion activists held a vigil in Berlin - Mitte (Berlin), in Turm Street, in support of activists who are facing charges in connection to their participation in demonstrations.;3;200;
2021-03-02 00:00:00;2021;3;2;Tue;Peaceful protest;Berlin - Mitte;Indymedia (Germany);Human Rights;Prison/Police;imprisonment of greek activist Dimitris Koufontinas;Conflict;;;;several activists protested in Berlin - Mitte at the Deutsche Welle offices, calling on the broadcaster to report on the situation of the imprisoned Greek activist Dimitris Koufontinas.;On 2 March 2021, several activists protested in Berlin - Mitte at the Deutsche Welle offices, calling on the broadcaster to report on the situation of the imprisoned Greek activist Dimitris Koufontinas.;1;10;
2021-03-01 00:00:00;2021;3;1;Mon;Peaceful protest;Berlin - Tempelhof-Schoneberg;"Polizei Berlin; Berliner Morgenpost; Markische Oderzeitung";Economy;Labor Rights ;Daimler / divided payout / jobcuts;Wages;;;;at night, around 400 Daimler employees protested in Marienfelde, Berlin - Tempelhof-Schoneberg, for higher wages amidst collective wage negotiations. The protest was organized by the IGM.;On 1 March 2021, at night, around 400 Daimler employees protested in Marienfelde, Berlin - Tempelhof-Schoneberg, for higher wages amidst collective wage negotiations. The protest was organized by the IGM.;4;400;
2021-03-01 00:00:00;2021;3;1;Mon;Peaceful protest;Berlin - Mitte;"Berliner Zeitung; Polizei Berlin";Economy;Labor Rights ;Daimler / divided payout / jobcuts / Siemens / IGM;Employee;;;;several dozen Daimler and Siemens Energy employees protested in Berlin - Mitte (Berlin), in front of the City Hall, against job cuts. The protest was organized by the IGM.;On 1 March 2021, several dozen Daimler and Siemens Energy employees protested in Berlin - Mitte (Berlin), in front of the City Hall, against job cuts. The protest was organized by the IGM.;1;48;
2021-02-28 00:00:00;2021;2;28;Sun;Peaceful protest;Berlin - Mitte;"Berliner Morgenpost; Suddeutsche Zeitung";Health;Coronavirus;Red Alert / events industry / support;Coronavirus;;;;around 150 people protested with a car rally in Berlin - Mitte to draw attention to the situation of the events industry during the coronavirus pandemic and to demand more support. The protest was organized by 'Red Alert' in Berlin.;On 28 February 2021, around 150 people protested with a car rally in Berlin - Mitte to draw attention to the situation of the events industry during the coronavirus pandemic and to demand more support. The protest was organized by 'Red Alert' in Berlin.;3;150;cars
2021-02-28 00:00:00;2021;2;28;Sun;Peaceful protest;Berlin - Mitte;APABIZ;ProRightWing;Coronavirus;Agsainst Women / Corona Measurements / Multicultural Womens March;Unlabelled;;;;around 350 people protested in Berlin - Mitte with the slogan 'Multicultural Women's March'. The protest was attended by coronavirus and vaccination skeptics who supported an anti-emancipative view of women.;On 28 February 2021, around 350 people protested in Berlin - Mitte with the slogan 'Multicultural Women's March'. The protest was attended by coronavirus and vaccination skeptics who supported an anti-emancipative view of women.;4;350;
2021-02-28 00:00:00;2021;2;28;Sun;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Indymedia (Germany);Human Rights;International;solidarity with rapper pablo hasel / sentenced to prison;Solidarity;;;;circa 25 anti-fascist activists protested in Berlin - Friedrichshain-Kreuzberg (Berlin), on the Spain Fighter Monument in the Volkspark Friedrichshain, in solidarity with the Spanish rapper Pablo Hasel, accused of offenses against the Spanish crown and 'exaltation of terrorism' and sentenced to prison.;On 28 February 2021, circa 25 anti-fascist activists protested in Berlin - Friedrichshain-Kreuzberg (Berlin), on the Spain Fighter Monument in the Volkspark Friedrichshain, in solidarity with the Spanish rapper Pablo Hasel, accused of offenses against the Spanish crown and 'exaltation of terrorism' and sentenced to prison.;1;25;
2021-02-26 00:00:00;2021;2;26;Fri;Peaceful protest;Berlin - Mitte;Campact;Health;Coronavirus;Corona Emergency  Help / Campact;Coronavirus;;;;Campact activists protested in front of the Reichstag in Berlin - Mitte for more help for the poor during the coronavirus pandemic and for a 'Corona Emergency Help' including the provision of internet for home schooling and schooling material.;On 26 February 2021, Campact activists protested in front of the Reichstag in Berlin - Mitte for more help for the poor during the coronavirus pandemic and for a 'Corona Emergency Help' including the provision of internet for home schooling and schooling material.;3;200;
2021-02-26 00:00:00;2021;2;26;Fri;Peaceful protest;Berlin - Pankow;RIAS;Health;Coronavirus;Corona Measurements;Coronavirus;;;;people staged a car rally in Berlin - Pankow (Berlin), to protest against the coronavirus protection measures.;On 26 February 2021, people staged a car rally in Berlin - Pankow (Berlin), to protest against the coronavirus protection measures.;3;200;cars
2021-02-24 00:00:00;2021;2;24;Wed;Protest with intervention;Berlin - Mitte;"Berliner Morgenpost; Indymedia (Germany); Polizei Berlin";Human Rights;Prison/Police;imprisonment of greek activist Dimitris Koufontinas;Against Rights;;;;nine activists illegally entered the Greek consulate in Berlin - Mitte to protest against the imprisonment of the Greek activist Dimitris Koufontinas. The activists were hauled off by police.;On 24 February 2021, nine activists illegally entered the Greek consulate in Berlin - Mitte to protest against the imprisonment of the Greek activist Dimitris Koufontinas. The activists were hauled off by police.;1;9;
2021-02-22 00:00:00;2021;2;22;Mon;Peaceful protest;Berlin;Endstation Rechts;Health;Coronavirus;Corona Measurements;Far-right;;;;around 10 people protested in Berlin, in front of the Berlin public prosecutor's office, in solidarity with the vegan chef and far right activist/conspiracy theorist Attila Hildmann who had been served with an arrest warrant.;On 22 February 2021, around 10 people protested in Berlin, in front of the Berlin public prosecutor's office, in solidarity with the vegan chef and far right activist/conspiracy theorist Attila Hildmann who had been served with an arrest warrant.;1;10;
